period,stateid,stateDescription,sectorid,sectorName,customers,price,revenue,sales,customers-units,price-units,revenue-units,sales-units
2024-01,NH,New Hampshire,RES,residential,649949,24.85,113.72056,457.53975,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NH,New Hampshire,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NJ,New Jersey,ALL,all sectors,4285339,14.85,929.52485,6261.34347,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NJ,New Jersey,COM,commercial,544457,13.1,407.31752,3108.14543,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NJ,New Jersey,IND,industrial,11561,11.14,62.89963,564.60958,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NJ,New Jersey,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NJ,New Jersey,RES,residential,3729314,17.82,455.15792,2553.55427,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NJ,New Jersey,TRA,transportation,7,11.84,4.14977,35.03419,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NM,New Mexico,ALL,all sectors,1086369,8.8,212.62859,2416.62003,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NM,New Mexico,COM,commercial,147363,10,73.50653,735.3401,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NM,New Mexico,IND,industrial,9165,5.22,53.64729,1027.8745,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NM,New Mexico,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NM,New Mexico,RES,residential,929841,13.08,85.47477,653.40543,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NM,New Mexico,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NV,Nevada,ALL,all sectors,1481188,12.02,351.23305,2922.261,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NV,Nevada,COM,commercial,176217,11,119.33679,1084.74701,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NV,Nevada,IND,industrial,4590,8.69,78.06618,897.86229,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NV,Nevada,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NV,Nevada,RES,residential,1300380,16.37,153.75417,939.01248,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NV,Nevada,TRA,transportation,1,11.88,.07592,.63922,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NY,New York,ALL,all sectors,8604449,18.87,2233.90715,11836.94197,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NY,New York,COM,commercial,1172237,17.84,1040.45011,5833.01116,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NY,New York,IND,industrial,17167,9.02,120.73517,1338.86829,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NY,New York,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NY,New York,RES,residential,7415039,23.49,1037.73402,4417.08846,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NY,New York,TRA,transportation,6,14.11,34.98786,247.97405,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,OH,Ohio,ALL,all sectors,5775729,11.43,1564.83719,13694.19712,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,OH,Ohio,COM,commercial,626488,10.5,440.1183,4192.15613,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,OH,Ohio,IND,industrial,18682,7.18,298.76116,4161.0198,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,OH,Ohio,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,OH,Ohio,RES,residential,5130557,15.47,825.75328,5337.53769,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,OH,Ohio,TRA,transportation,2,5.87,.20445,3.4835,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,OK,Oklahoma,ALL,all sectors,2184084,8.92,562.48831,6309.33639,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,OK,Oklahoma,COM,commercial,296792,9.2,178.86756,1944.64905,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,OK,Oklahoma,IND,industrial,20053,6.5,118.56561,1824.91464,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,OK,Oklahoma,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,OK,Oklahoma,RES,residential,1867239,10.44,265.05514,2539.77271,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,OK,Oklahoma,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,OR,Oregon,ALL,all sectors,2128308,11.21,630.73882,5629.04798,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,OR,Oregon,COM,commercial,245922,9.89,213.96769,2163.54823,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,OR,Oregon,IND,industrial,26061,8.48,102.37445,1206.63389,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,OR,Oregon,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,OR,Oregon,RES,residential,1856323,13.92,314.1429,2256.7839,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,OR,Oregon,TRA,transportation,2,12.19,.25379,2.08195,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,PA,Pennsylvania,ALL,all sectors,6281553,12.74,1698.27348,13328.4067,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,PA,Pennsylvania,COM,commercial,737782,10.9,365.50373,3353.02628,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,PA,Pennsylvania,IND,industrial,14915,8.05,341.84479,4247.48599,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,PA,Pennsylvania,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,PA,Pennsylvania,RES,residential,5528851,17.37,985.5742,5674.76722,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,PA,Pennsylvania,TRA,transportation,5,10.07,5.35076,53.12721,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,PACC,Pacific Contiguous,ALL,all sectors,22206111,19.01,6517.67113,34292.55154,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,PACC,Pacific Contiguous,COM,commercial,2451949,19.2,2678.28792,13946.22149,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,PACC,Pacific Contiguous,IND,industrial,201798,13.2,769.81367,5831.6785,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,PACC,Pacific Contiguous,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,PACC,Pacific Contiguous,RES,residential,19552345,21.17,3059.62786,14452.80713,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,PACC,Pacific Contiguous,TRA,transportation,19,16.08,9.94168,61.84443,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,PACN,Pacific Noncontiguous,ALL,all sectors,861850,32.38,421.68512,1302.39564,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,PACN,Pacific Noncontiguous,COM,commercial,116537,30.92,141.24403,456.86421,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,PACN,Pacific Noncontiguous,IND,industrial,1978,32.04,125.58185,391.98747,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,PACN,Pacific Noncontiguous,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,PACN,Pacific Noncontiguous,RES,residential,743335,34.14,154.85924,453.54395,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,PACN,Pacific Noncontiguous,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,RI,Rhode Island,ALL,all sectors,522709,25.29,164.64502,650.92887,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,RI,Rhode Island,COM,commercial,62801,20.66,63.73184,308.49233,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,RI,Rhode Island,IND,industrial,1569,19.38,10.21729,52.71696,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,RI,Rhode Island,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,RI,Rhode Island,RES,residential,458338,31.37,90.33461,287.92531,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,RI,Rhode Island,TRA,transportation,1,20.13,.36127,1.79428,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,SAT,South Atlantic,ALL,all sectors,34527369,11.92,8976.38106,75314.41221,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,SAT,South Atlantic,COM,commercial,4021587,11,3094.40032,28142.80203,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,SAT,South Atlantic,IND,industrial,88236,7.94,863.30715,10872.17237,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,SAT,South Atlantic,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,SAT,South Atlantic,RES,residential,30417533,13.84,5007.77126,36190.94364,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,SAT,South Atlantic,TRA,transportation,13,10.05,10.90233,108.49416,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,SC,South Carolina,ALL,all sectors,2968733,10.91,801.63621,7346.54603,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,SC,South Carolina,COM,commercial,409822,10.68,229.26007,2147.02607,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,SC,South Carolina,IND,industrial,3582,7.08,134.81722,1905.31702,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,SC,South Carolina,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,SC,South Carolina,RES,residential,2555329,13.28,437.55892,3294.20294,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,SC,South Carolina,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,SD,South Dakota,ALL,all sectors,512642,10.25,133.01794,1297.99107,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,SD,South Dakota,COM,commercial,77816,10.05,45.32489,450.83561,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,SD,South Dakota,IND,industrial,4172,8.18,21.44307,262.20208,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,SD,South Dakota,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,SD,South Dakota,RES,residential,430654,11.33,66.24998,584.95338,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,SD,South Dakota,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,TN,Tennessee,ALL,all sectors,3666088,10.78,1007.22439,9344.50791,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,TN,Tennessee,COM,commercial,539571,11.88,343.42452,2891.99401,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,TN,Tennessee,IND,industrial,1043,6.27,114.41254,1825.26596,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,TN,Tennessee,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,TN,Tennessee,RES,residential,3125474,11.87,549.38733,4627.24795,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,TN,Tennessee,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,TX,Texas,ALL,all sectors,14327584,9.84,4024.46781,40905.52874,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,TX,Texas,COM,commercial,1595764,8.57,1114.48573,12999.50807,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,TX,Texas,IND,industrial,355765,6.23,839.92957,13477.56972,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,TX,Texas,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,TX,Texas,RES,residential,12376052,14.35,2069.95698,14427.07875,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,TX,Texas,TRA,transportation,3,6.96,.09553,1.37221,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
